"PO_ID","BP_COMPANY_NAME","RESP_BP_ID","NET_AMOUNT","CHANGED_AT","GROSS_AMOUNT","LIFECYCLE_STATUS","APPROVAL_STATUS","CONFIRM_STATUS","ORDERING_STATUS","INVOICING_STATUS","TEXT_NOTE_PO","TAX_AMOUNT","CREATED_AT","CURRENCY_CODE"
"300000538","Pear Computing Services","100000056","2929.4","06/23/2019, 00:00:00","3485.98","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000538 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","556.58","10/23/2019, 00:00:00","EUR"
"300000539","Becker Berlin","100000047","5148.98","06/24/2019, 00:00:00","6127.29","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000539 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","978.31","01/04/2022, 00:00:00","EUR"
"300000540","Telecomunicaciones Star","100000055","11155.2","06/25/2019, 00:00:00","13274.68","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000540 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","2119.48","10/18/2019, 00:00:00","EUR"
"300000541","Angeré","100000078","1624.98","06/26/2019, 00:00:00","1933.73","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000541 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","308.75","05/24/2020, 00:00:00","EUR"
"300000542","Asia High tech","100000052","1810","06/27/2019, 00:00:00","2153.9","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000542 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 2</td></tr></table></body></html>","343.9","09/01/2024, 00:00:00","EUR"
"300000543","Vente Et Réparation de Ordinateur","100000072","4725","06/28/2019, 00:00:00","5622.75","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000543 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","897.75","01/06/2019, 00:00:00","EUR"
"300000544","Asia High tech","100000052","17207","06/29/2019, 00:00:00","20476.33","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000544 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","3269.33","05/02/2028, 00:00:00","EUR"
"300000545","JaTeCo","100000070","75864","06/30/2019, 00:00:00","90278.16","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000545 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","14414.16","12/03/2025, 00:00:00","EUR"
"300000546","Getränkegroßhandel Janssen","100000069","10797","07/01/2019, 00:00:00","12848.43","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000546 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","2051.43","11/12/2022, 00:00:00","EUR"
"300000547","South American IT Company","100000087","897","07/02/2019, 00:00:00","1067.43","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000547 <script language="javascript" type="text/javascript"> document.write('<table>'); document.write('<tr>');document.write('<td>JStest-HT-1082</td>'); document.write('</tr>'); document.write('</table>'); </script>","170.43","12/21/2027, 00:00:00","EUR"
"300000548","Jologa","100000076","4418","07/03/2019, 00:00:00","5257.42","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000548 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","839.42","05/21/2025, 00:00:00","EUR"
"300000549","Developement Para O Governo","100000073","14081","07/04/2019, 00:00:00","16756.39","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000549 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","2675.39","05/06/2026, 00:00:00","EUR"
"300000550","Panorama Studios","100000050","6175.92","05/15/2023, 00:00:00","7349.35","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000550 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 10</td></tr></table></body></html>","1173.43","05/15/2023, 00:00:00","EUR"
"300000551","Florida Holiday Company","100000067","9456","07/06/2019, 00:00:00","11252.64","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000551 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 10</td></tr></table></body></html>","1796.64","05/27/2025, 00:00:00","EUR"
"300000552","Chemia A Technicznie Fabryka","100000086","2639","07/07/2019, 00:00:00","3140.41","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000552 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","501.41","08/19/2028, 00:00:00","EUR"
"300000553","New Line Design","100000058","5253","07/08/2019, 00:00:00","6251.07","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000553 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","998.07","01/20/2023, 00:00:00","EUR"
"300000554","Baleda","100000077","3314.97","07/09/2019, 00:00:00","3944.82","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000554 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","629.85","05/04/2022, 00:00:00","EUR"
"300000555","JaTeCo","100000070","105576","07/10/2019, 00:00:00","125635.44","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000555 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","20059.44","10/23/2028, 00:00:00","EUR"
"300000556","Indian IT Trading Company","100000085","819","07/11/2019, 00:00:00","974.61","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000556 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","155.61","11/20/2026, 00:00:00","EUR"
"300000557","C.R.T.U.","100000075","3084","07/12/2019, 00:00:00","3669.96","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000557 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","585.96","03/21/2020, 00:00:00","EUR"
"300000558","Becker Berlin","100000047","6451.97","07/13/2019, 00:00:00","7677.85","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000558 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","1225.88","06/18/2023, 00:00:00","EUR"
"300000559","SAP","100000046","2902","07/14/2019, 00:00:00","3453.38","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000559 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","551.38","08/06/2019, 00:00:00","EUR"
"300000560","Russian Electronic Trading Company","100000066","10626","07/15/2019, 00:00:00","12644.94","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000560 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","2018.94","06/26/2023, 00:00:00","EUR"
"300000561","Laurent","100000053","3864","07/16/2019, 00:00:00","4598.16","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000561 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","734.16","07/09/2018, 00:00:00","EUR"
"300000562","PC Gym Tec","100000079","606.91","05/15/2023, 00:00:00","722.23","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000562 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","115.32","05/15/2023, 00:00:00","EUR"
"300000563","PicoBit","100000083","1978.6","07/18/2019, 00:00:00","2354.54","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000563 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","375.94","06/13/2026, 00:00:00","EUR"
"300000564","Quimica Madrilenos","100000068","8640","05/15/2023, 00:00:00","10281.6","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000564 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","1641.6","05/15/2023, 00:00:00","EUR"
"300000565","Tessile Casa Di Roma","100000071","179028","07/20/2019, 00:00:00","213043.32","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000565 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","34015.32","01/26/2018, 00:00:00","EUR"
"300000566","Entertainment Argentinia","100000081","186.9","07/21/2019, 00:00:00","222.41","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000566 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","35.51","11/19/2018, 00:00:00","EUR"
"300000567","African Gold And Diamond Corporation","100000082","679.7","07/22/2019, 00:00:00","808.84","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000567 <script language="javascript" type="text/javascript"> document.write('<table>'); document.write('<tr>');document.write('<td>JStest-HT-1071</td>'); document.write('</tr>'); document.write('</table>'); </script>","129.14","11/27/2021, 00:00:00","EUR"
"300000568","New Line Design","100000058","3477","07/23/2019, 00:00:00","4137.63","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000568 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","660.63","03/31/2022, 00:00:00","EUR"
"300000569","South American IT Company","100000087","1677","07/24/2019, 00:00:00","1995.63","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000569 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","318.63","04/07/2019, 00:00:00","EUR"
"300000570","Siwusha","100000088","9513","07/25/2019, 00:00:00","11320.47","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000570 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","1807.47","02/22/2018, 00:00:00","EUR"
"300000571","Getränkegroßhandel Janssen","100000069","10797","07/26/2019, 00:00:00","12848.43","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000571 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","2051.43","06/26/2022, 00:00:00","EUR"
"300000572","JaTeCo","100000070","432","07/27/2019, 00:00:00","514.08","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000572 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 2</td></tr></table></body></html>","82.08","03/06/2020, 00:00:00","EUR"
"300000573","Anav Ideon","100000060","2740","05/15/2023, 00:00:00","3260.6","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000573 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","520.6","05/15/2023, 00:00:00","EUR"
"300000574","Panorama Studios","100000050","5140.92","07/29/2019, 00:00:00","6117.69","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000574 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","976.77","12/25/2027, 00:00:00","EUR"
"300000575","HEPA Tec","100000059","12023.1","07/30/2019, 00:00:00","14307.48","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000575 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 10</td></tr></table></body></html>","2284.38","10/07/2019, 00:00:00","EUR"
"300000576","PicoBit","100000083","2950.2","05/15/2023, 00:00:00","3510.74","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000576 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 10</td></tr></table></body></html>","560.54","05/15/2023, 00:00:00","EUR"
"300000577","Siwusha","100000088","7546","08/01/2019, 00:00:00","8979.74","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000577 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","1433.74","03/26/2020, 00:00:00","EUR"
"300000578","Brazil Technologies","100000074","4638","08/02/2019, 00:00:00","5519.22","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000578 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","881.22","04/16/2027, 00:00:00","EUR"
"300000579","Danish Fish Trading Company","100000089","11851","08/03/2019, 00:00:00","14102.69","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000579 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","2251.69","12/27/2029, 00:00:00","EUR"
"300000580","Chemia A Technicznie Fabryka","100000086","2927","08/04/2019, 00:00:00","3483.13","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000580 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","556.13","07/25/2018, 00:00:00","EUR"
"300000581","JaTeCo","100000070","45194","08/05/2019, 00:00:00","53780.86","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000581 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","8586.86","05/05/2022, 00:00:00","EUR"
"300000582","Talpa","100000049","4094.33","08/06/2019, 00:00:00","4872.25","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000582 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","777.92","12/28/2018, 00:00:00","EUR"
"300000583","Florida Holiday Company","100000067","7405","08/07/2019, 00:00:00","8811.95","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000583 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","1406.95","10/05/2029, 00:00:00","EUR"
"300000584","Vente Et Réparation de Ordinateur","100000072","4230","08/08/2019, 00:00:00","5033.7","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000584 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","803.7","11/11/2027, 00:00:00","EUR"
"300000585","C.R.T.U.","100000075","3388","08/09/2019, 00:00:00","4031.72","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000585 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","643.72","08/24/2023, 00:00:00","EUR"
"300000586","Talpa","100000049","5279.68","08/10/2019, 00:00:00","6282.82","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000586 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","1003.14","07/21/2028, 00:00:00","EUR"
"300000587","Siwusha","100000088","10591","08/11/2019, 00:00:00","12603.29","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000587 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","2012.29","05/02/2019, 00:00:00","EUR"
"300000588","Compostela","100000064","5192","08/12/2019, 00:00:00","6178.48","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000588 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","986.48","06/19/2024, 00:00:00","EUR"
"300000589","Russian Electronic Trading Company","100000066","6043","08/13/2019, 00:00:00","7191.17","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000589 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","1148.17","10/24/2025, 00:00:00","EUR"
"300000590","Developement Para O Governo","100000073","16245","08/14/2019, 00:00:00","19331.55","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000590 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","3086.55","09/16/2020, 00:00:00","EUR"
"300000591","Vente Et Réparation de Ordinateur","100000072","2771","08/15/2019, 00:00:00","3297.49","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000591 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","526.49","02/21/2025, 00:00:00","EUR"
"300000592","Telecomunicaciones Star","100000055","1229.9","08/16/2019, 00:00:00","1463.58","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000592 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 2</td></tr></table></body></html>","233.68","04/20/2023, 00:00:00","EUR"
"300000593","TECUM","100000051","6631.99","08/17/2019, 00:00:00","7892.07","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000593 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","1260.08","08/23/2028, 00:00:00","EUR"
"300000594","Angeré","100000078","4298.97","08/18/2019, 00:00:00","5115.77","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000594 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","816.8","07/06/2023, 00:00:00","EUR"
"300000595","Japan Insurance Partner","100000080","438","08/19/2019, 00:00:00","521.22","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000595 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","83.22","08/28/2019, 00:00:00","EUR"
"300000596","Vente Et Réparation de Ordinateur","100000072","2771","08/20/2019, 00:00:00","3297.49","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000596 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","526.49","08/04/2018, 00:00:00","EUR"
"300000597","Danish Fish Trading Company","100000089","6534","08/21/2019, 00:00:00","7775.46","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000597 <script language="javascript" type="text/javascript"> document.write('<table>'); document.write('<tr>');document.write('<td>JStest-HT-6101</td>'); document.write('</tr>'); document.write('</table>'); </script>","1241.46","08/18/2020, 00:00:00","EUR"
"300000598","Baleda","100000077","4398.99","08/22/2019, 00:00:00","5234.8","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000598 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","835.81","10/21/2029, 00:00:00","EUR"
"300000599","Danish Fish Trading Company","100000089","20422","05/15/2023, 00:00:00","24302.18","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000599 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","3880.18","05/15/2023, 00:00:00","EUR"
"300000600","Pear Computing Services","100000056","4208.2","05/15/2023, 00:00:00","5007.75","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000600 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 10</td></tr></table></body></html>","799.55","05/15/2023, 00:00:00","EUR"
"300000601","Robert Brown Entertainment","100000061","3070","08/25/2019, 00:00:00","3653.3","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000601 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 10</td></tr></table></body></html>","583.3","05/09/2027, 00:00:00","EUR"
"300000602","Pear Computing Services","100000056","3423.6","08/26/2019, 00:00:00","4074.08","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000602 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","650.48","12/09/2020, 00:00:00","EUR"
"300000603","Jologa","100000076","3947","08/27/2019, 00:00:00","4696.93","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000603 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","749.93","09/17/2026, 00:00:00","EUR"
"300000604","TECUM","100000051","7150.96","08/28/2019, 00:00:00","8509.64","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000604 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","1358.68","12/11/2026, 00:00:00","EUR"
"300000605","New Line Design","100000058","5409","08/29/2019, 00:00:00","6436.71","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000605 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","1027.71","09/09/2019, 00:00:00","EUR"
"300000606","C.R.T.U.","100000075","2473","08/30/2019, 00:00:00","2942.87","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000606 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","469.87","04/13/2024, 00:00:00","EUR"
"300000607","Baleda","100000077","7150.98","08/31/2019, 00:00:00","8509.67","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000607 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","1358.69","05/20/2023, 00:00:00","EUR"
"300000608","Compostela","100000064","5087","09/01/2019, 00:00:00","6053.53","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000608 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","966.53","05/09/2028, 00:00:00","EUR"
"300000609","South American IT Company","100000087","936","05/15/2023, 00:00:00","1113.84","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000609 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","177.84","05/15/2023, 00:00:00","EUR"
"300000610","PC Gym Tec","100000079","554.95","09/03/2019, 00:00:00","660.4","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000610 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","105.45","10/23/2019, 00:00:00","EUR"
"300000611","New Line Design","100000058","3930","09/04/2019, 00:00:00","4676.7","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000611 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","746.7","03/20/2023, 00:00:00","EUR"
"300000612","Angeré","100000078","6530.93","09/05/2019, 00:00:00","7771.81","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000612 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","1240.88","06/30/2026, 00:00:00","EUR"
"300000613","DelBont Industries","100000048","9929.55","09/06/2019, 00:00:00","11816.17","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000613 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","1886.62","07/11/2029, 00:00:00","EUR"
"300000614","Siwusha","100000088","3801","09/07/2019, 00:00:00","4523.19","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000614 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","722.19","03/09/2019, 00:00:00","EUR"
"300000615","Brazil Technologies","100000074","8349","09/08/2019, 00:00:00","9935.31","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000615 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","1586.31","05/25/2022, 00:00:00","EUR"
"300000616","Laurent","100000053","3347","05/15/2023, 00:00:00","3982.93","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000616 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","635.93","05/15/2023, 00:00:00","EUR"
"300000617","Quimica Madrilenos","100000068","2739","09/10/2019, 00:00:00","3259.41","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000617 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 2</td></tr></table></body></html>","520.41","09/19/2021, 00:00:00","EUR"
"300000618","C.R.T.U.","100000075","3571","05/15/2023, 00:00:00","4249.49","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000618 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","678.49","05/15/2023, 00:00:00","EUR"
"300000619","Russian Electronic Trading Company","100000066","6336","09/12/2019, 00:00:00","7539.84","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000619 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","1203.84","08/18/2018, 00:00:00","EUR"
"300000620","Laurent","100000053","9669","09/13/2019, 00:00:00","11506.11","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000620 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","1837.11","05/13/2027, 00:00:00","EUR"
"300000621","Russian Electronic Trading Company","100000066","3153","09/14/2019, 00:00:00","3752.07","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000621 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","599.07","08/08/2024, 00:00:00","EUR"
"300000622","Russian Electronic Trading Company","100000066","462","09/15/2019, 00:00:00","549.78","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000622 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 2</td></tr></table></body></html>","87.78","07/26/2024, 00:00:00","EUR"
"300000623","Alpine Systems","100000057","1969.7","09/16/2019, 00:00:00","2343.94","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000623 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","374.24","03/02/2029, 00:00:00","EUR"
"300000624","Becker Berlin","100000047","5292.92","05/15/2023, 00:00:00","6298.57","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000624 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","1005.65","05/15/2023, 00:00:00","EUR"
"300000625","PicoBit","100000083","2950.2","09/18/2019, 00:00:00","3510.75","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000625 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 10</td></tr></table></body></html>","560.55","09/20/2029, 00:00:00","EUR"
